Date/Time,1502_O_BLPK,2071_O_NOSD,2676_O_ESLG,3127_O_PTBZ,3555_O_SCLL,3914_O_SOSD,4387_O_EDWD,4431_O_WBG,4530_O_CNTP,5179_O_SHRP,5444_O_HMSD,5571_O_BUFF,5624_O_BUFF,5679_O_BLOO,5878_O_BLOO,6017_O_BRHT,6018_O_PTBZ,6312_O_SQHS,6582_O_OAKD,7543_O_MILL,8356_O_OHRA,8941_O_MTLE
2017-12-10 20:15:00,,1142.0666666666666,,1079.1333333333334,987.2,1155.7333333333333,1471.9333333333334,708.6666666666665,,,1129.4,945.2,,935.4,,948.2666666666668,,1504.8,856.0,,911.6666666666665,1132.1333333333334
2017-12-10 20:30:00,,1189.2666666666667,,1074.4,958.8,1089.2,1352.9333333333334,689.8,,,1197.6666666666667,941.0,,879.2,,915.4,,990.2,879.6,,859.1333333333333,1040.9333333333334
2017-12-10 20:45:00,,1204.6,,1135.9333333333334,943.9333333333333,1275.0,1362.6666666666667,666.5333333333333,,,1199.3333333333333,942.8,,862.6666666666665,,941.0666666666667,,978.8,869.3333333333335,,866.7999999999998,1028.4666666666667
2017-12-10 21:00:00,,1184.8,,1229.6,983.2666666666668,1237.0666666666666,1379.2,684.0666666666667,,,1305.2666666666667,942.6666666666665,,864.6,,975.0666666666667,,958.6,884.1333333333333,,1087.1333333333334,1055.8
2017-12-10 21:15:00,,1216.3333333333333,,1209.6666666666667,1001.9333333333333,1172.3333333333333,1320.6,646.5333333333333,,,1223.3333333333333,974.2,,908.6666666666665,,1013.6666666666665,,1021.7333333333332,879.4666666666667,,1044.4666666666667,1072.5333333333333
2017-12-10 21:30:00,,1235.5333333333333,,1220.9333333333334,976.0666666666667,1410.0,1360.0666666666666,650.4,,,1289.0666666666666,1026.3333333333333,,900.4666666666667,,993.0666666666667,,1026.4,937.2666666666668,,824.3333333333335,1009.8
2017-12-10 21:45:00,,1288.0666666666666,,1229.4,897.4,1260.6666666666667,1280.3333333333333,610.8,,,1199.4,988.1333333333333,,881.0,,961.1333333333333,,1031.7333333333333,911.4,,949.2000000000002,1075.6
2017-12-10 22:00:00,,1288.7333333333333,,1228.3333333333333,856.2666666666668,1196.5333333333333,1252.4666666666667,614.7333333333332,,,1170.8,974.0,,891.3333333333335,,948.6666666666665,,1053.6,908.4,,817.0,1030.2
2017-12-10 22:15:00,,1273.5333333333333,,1237.8,846.0666666666667,1242.4666666666667,1316.0666666666666,636.7333333333332,,,1125.0,996.9333333333333,,898.0,,1106.6,,1044.9333333333334,912.4,,822.1333333333333,1018.6666666666665
2017-12-10 22:30:00,,1291.8,,1242.4,879.4666666666667,1252.4,1370.9333333333334,632.2,,,1492.8666666666666,999.8666666666667,,919.8666666666667,,1248.5333333333333,,1029.4666666666667,936.2,,815.6666666666665,1073.4
2017-12-10 22:45:00,,1287.6,,1276.6,895.5333333333333,1354.3333333333333,1327.6666666666667,638.0,,,1367.9333333333334,996.7333333333332,,889.6,,1324.8,,1041.4666666666667,944.0666666666667,,816.7333333333332,1017.9333333333333
2017-12-10 23:00:00,,1278.1333333333334,,1334.0666666666666,897.0,1227.8666666666666,1338.6,658.6666666666666,,,1189.8,1029.4,,886.1333333333333,,1209.8,,1073.4,964.6666666666665,,824.0666666666667,954.7333333333332
2017-12-10 23:15:00,,1361.3333333333333,,1354.0666666666666,881.8,1286.8666666666666,1418.8666666666666,648.9333333333333,,,1212.0,1096.6666666666667,,892.6666666666665,,1131.0666666666666,,1289.0,1014.8,,831.6666666666665,930.2666666666668
2017-12-10 23:30:00,,1347.2,,1393.7333333333331,848.6,1330.6666666666667,1340.2,646.1333333333333,,,1237.6,1100.3333333333333,,888.0,,1122.3333333333333,,1161.1333333333334,1019.4,,845.2666666666668,910.3333333333335
2017-12-10 23:45:00,,1361.3333333333333,,1433.4,856.2,2555.6666666666665,1335.4666666666667,687.2666666666668,,,1242.1333333333334,1097.3333333333333,,899.0,,1069.6666666666667,,1185.0666666666666,1024.3333333333333,,827.2000000000002,913.7333333333332
2017-12-11 00:00:00,,1403.1333333333334,,1477.333333333333,848.7333333333332,1315.8666666666666,1343.5333333333333,744.5333333333333,,,1247.6,1088.0,,931.7333333333332,,1075.2666666666667,,1201.5333333333333,1054.4,,854.0666666666667,950.8666666666667
2017-12-11 00:15:00,,1442.6,,1471.2666666666669,864.3333333333335,1388.333333333333,1397.466666666667,764.2,,,1280.7333333333333,1123.0,,963.7333333333332,,1074.0666666666666,,1195.4,1063.6666666666667,,892.7333333333332,956.2
2017-12-11 00:30:00,,1484.666666666667,,1508.0666666666666,844.5333333333333,1484.9333333333334,1460.1333333333334,773.5333333333333,,,1261.8,1156.0,,991.6,,1102.7333333333333,,1195.7333333333333,1083.9333333333334,,912.2000000000002,962.6666666666665
2017-12-11 00:45:00,,1470.533333333333,,1506.0,856.0666666666667,1471.7333333333331,1492.466666666667,780.9333333333333,,,1276.3333333333333,1146.4,,980.5333333333333,,1119.1333333333334,,1193.9333333333334,1129.2666666666667,,928.4,985.8
2017-12-11 01:00:00,,1504.2666666666669,,1519.8,920.9333333333333,1430.9333333333334,1485.0,789.2,,,1293.0,1121.2666666666667,,1008.5333333333333,,1125.6666666666667,,1207.0,1205.6,,945.1333333333333,1015.6
2017-12-11 01:15:00,,1536.2,,1554.7333333333331,952.8666666666667,1478.0666666666666,1541.7333333333331,804.3333333333335,,,1311.6,1095.5333333333333,,1028.3333333333333,,1154.3333333333333,,1266.4,1226.7333333333333,,952.7333333333332,1051.0666666666666
2017-12-11 01:30:00,,1575.0666666666666,,1575.2666666666669,1015.1333333333333,1453.666666666667,1554.9333333333334,814.4,,,1336.2,1111.0,,1048.6666666666667,,1176.2666666666667,,1269.0666666666666,1191.6,,963.8666666666667,1074.0666666666666
2017-12-11 01:45:00,,1564.7333333333331,,1587.533333333333,1027.5333333333333,1450.466666666667,1565.4,820.7333333333332,,,1357.6,1129.6,,1069.6666666666667,,1194.8666666666666,,1224.1333333333334,1193.5333333333333,,971.2000000000002,1092.0
2017-12-11 02:00:00,,1538.4,,1572.466666666667,1057.4666666666667,1476.2,1601.6,830.6666666666665,,,1318.4,1140.7333333333333,,1092.4,,1208.1333333333334,,1197.6,1162.7333333333333,,986.8666666666667,1140.9333333333334
