Date/Time,1022_O_RGSQ,1282_O_BCVW,1404_O_TROY,1502_O_BLPK,1639_O_ELIB,1741_O_PTBZ,1870_O_BLPK,1955_O_PETE,2071_O_NOSD,2281_O_HiPK,2319_O_DWNTN,2326_O_USCL,4321_O_HMTP,4431_O_WBG,4530_O_CNTP,5283_O_PTBZ,5571_O_BUFF,5624_O_BUFF,5679_O_BLOO,6227_O_ELIB,7543_O_MILL,8284_O_SWPK,8749_O_CRFT,8941_O_MTLE
2017-02-18 00:00:00,,2175.266666666667,,,7252.0666666666675,,,,4876.6,14836.8,,3651.933333333333,3675.866666666667,,,7537.733333333334,,,,,7052.133333333332,8367.733333333334,,
2017-02-18 00:15:00,,2166.4,,,7423.9333333333325,,,,4810.4,11056.066666666668,,3628.266666666667,4019.0,,,7242.733333333334,,,,,7261.266666666666,9013.6,,
2017-02-18 00:30:00,,1736.333333333333,,,8535.2,,,,4655.4,14685.6,,3696.333333333334,4278.133333333333,,,6161.2,,,,,7495.6,9682.266666666666,,
2017-02-18 00:45:00,,1761.0666666666666,,,8759.8,,,,4304.8,11549.133333333333,,3714.2,4551.866666666667,,,6160.266666666666,,,,,7663.666666666668,9226.4,,
2017-02-18 01:00:00,,1799.7333333333331,,,8962.466666666667,,,,4241.066666666667,11116.066666666668,,3575.5333333333333,4779.733333333334,,,6917.2,,,,,7620.866666666668,9533.866666666667,,
2017-02-18 01:15:00,,2020.4,,,9071.866666666667,,,,4281.533333333334,10656.466666666667,,3302.866666666667,4898.133333333333,,,6936.533333333334,,,,,7873.0666666666675,9607.733333333334,,
2017-02-18 01:30:00,,1183.8666666666666,,,9128.866666666667,,,,4577.8,11894.133333333333,,2860.333333333333,5156.866666666667,,,6603.2,,,,,8040.533333333334,9119.266666666666,,
2017-02-18 01:45:00,,1031.8,,,8957.333333333334,,,,4759.133333333333,11399.266666666665,,2473.733333333333,5303.466666666666,,,6119.4,,,,,7839.6,10235.066666666668,,
2017-02-18 02:00:00,,1032.0,,,8188.133333333332,,,,4686.4,11690.6,,2114.6666666666665,5306.6,,,8381.2,,,,,6976.733333333334,12337.533333333333,,
2017-02-18 02:15:00,,970.7333333333332,,,8278.866666666667,,,,4479.666666666667,11592.533333333333,,1805.2,5179.466666666666,,,7492.0666666666675,,,,,6773.133333333332,12890.933333333332,,
2017-02-18 02:30:00,,950.7333333333332,,,8519.933333333332,,,,4424.733333333334,11046.733333333335,,1596.0666666666666,5133.933333333333,,,5882.466666666666,,,,,6855.6,10407.266666666666,,
2017-02-18 02:45:00,,923.0666666666667,,,9189.733333333334,,,,4555.933333333333,11593.8,,1443.7333333333331,5028.733333333334,,,8274.266666666666,,,,,6851.866666666668,10869.866666666667,,
2017-02-18 03:00:00,,911.0,,,9375.8,,,,4635.6,8948.533333333333,,1364.1333333333334,4842.666666666667,,,7185.733333333334,,,,,6396.6,15314.933333333332,,
2017-02-18 03:15:00,,875.1333333333333,,,9637.8,,,,4583.6,8422.6,,1322.6666666666667,4845.2,,,8311.133333333333,,,,,6648.8,10954.866666666667,,
2017-02-18 03:30:00,,857.4666666666667,,,9763.0,,,,4616.933333333333,21942.933333333334,,1290.6666666666667,4719.266666666666,,,7183.2,,,,,6558.866666666668,9055.466666666667,,
2017-02-18 03:45:00,,814.4666666666667,,,9847.533333333333,,,,4658.666666666667,16679.066666666666,,1243.4,4664.333333333333,,,5842.0,,,,,6775.9333333333325,9391.733333333334,,
2017-02-18 04:00:00,,780.0666666666667,,,9897.533333333333,,,,4562.533333333334,12571.2,,1188.3333333333333,4590.333333333333,,,5465.066666666667,,,,,6498.133333333332,11599.8,,
2017-02-18 04:15:00,,685.2,,,9995.6,,,,3974.733333333333,12488.6,,1148.8,4523.4,,,6640.2,,,,,6503.6,10630.933333333332,,
2017-02-18 04:30:00,,616.4,,,9944.4,,,,3655.4,11307.666666666664,,1102.3333333333333,4403.2,,,5019.6,,,,,6476.9333333333325,8528.6,,
2017-02-18 04:45:00,,586.9333333333333,,,9830.133333333333,,,,3340.4666666666667,7321.8,,1092.4666666666667,4399.533333333334,,,4086.8,,,,,6324.666666666668,8442.8,,
