Date/Time,1040_O_MCCA,2071_O_NOSD,4124_O_FRONT,4431_O_WBG,4584_O_MOON,5571_O_BUFF,5662_O_DOWN,5679_O_BLOO,6227_O_ELIB,6386_O_SOSI,7543_O_MILL,7956_O_BELL
2016-11-23 06:30:00,6860.2,5539.8,8608.466666666667,3772.933333333333,3170.4666666666667,4030.066666666666,7247.2,6882.133333333332,8403.333333333334,7454.0,,5732.6
2016-11-23 06:45:00,7118.4,5776.866666666668,8740.866666666667,5993.266666666666,3410.666666666666,4470.6,6920.8,6972.8,8379.2,7097.8,,6025.6
2016-11-23 07:00:00,6825.733333333334,5972.0,8537.933333333332,5137.266666666666,3641.4666666666662,4924.266666666666,6614.866666666668,7040.266666666666,8399.333333333334,7906.4,,6101.6
2016-11-23 07:15:00,6750.6,6165.0,8553.866666666667,4958.2,4385.733333333334,5471.6,7450.133333333332,6908.866666666668,8633.666666666666,8236.8,,6362.8
2016-11-23 07:30:00,6737.733333333334,5969.0666666666675,8072.0,7188.333333333332,3404.2,5184.733333333334,7338.466666666666,6866.133333333332,8655.733333333334,8439.266666666666,,6807.666666666668
2016-11-23 07:45:00,7137.533333333334,5976.9333333333325,8331.6,4543.133333333333,3685.333333333334,4235.133333333333,7255.266666666666,6764.9333333333325,8817.133333333333,8223.4,,7110.466666666666
2016-11-23 08:00:00,7708.0,5941.733333333334,8736.533333333333,3872.4666666666662,3678.733333333333,3884.0,5797.8,6660.6,9083.0,7385.8,,7210.0
2016-11-23 08:15:00,8171.6,5797.533333333334,8355.0,3856.866666666667,4058.5333333333333,3828.333333333334,4956.2,6310.133333333332,8872.866666666667,7324.133333333332,,7423.466666666666
2016-11-23 08:30:00,8962.666666666666,6095.6,6985.266666666666,3458.866666666667,4257.733333333334,4033.8,4784.866666666667,6020.8,8943.133333333333,6803.8,,7653.733333333334
2016-11-23 08:45:00,8874.0,6087.6,6822.733333333334,3316.133333333333,4548.666666666667,4492.133333333333,4060.4,5846.133333333332,8885.266666666666,6457.666666666668,,7231.733333333334
2016-11-23 09:00:00,8986.8,5520.0,5188.533333333334,3122.0,4166.333333333333,3944.933333333333,3428.866666666667,5637.0666666666675,8607.733333333334,6825.8,,3213.266666666667
2016-11-23 09:15:00,7505.0666666666675,4121.733333333334,4615.933333333333,2881.8,3788.866666666667,3275.2,3361.066666666666,5486.266666666666,8044.333333333332,6899.133333333332,,608.1666666666666
2016-11-23 09:30:00,6047.133333333332,3717.333333333334,4581.2,3118.8,3100.8,2918.933333333333,4359.333333333333,5245.133333333333,7504.2,5903.333333333332,,451.0
2016-11-23 09:45:00,5016.866666666667,3527.0,4710.4,3430.333333333333,2901.266666666667,2730.933333333333,4197.4,4810.533333333334,7533.0,5719.2,,1136.0666666666666
2016-11-23 10:00:00,3467.133333333333,3501.733333333333,4644.533333333334,3351.266666666667,2550.5333333333333,2294.0,4202.466666666666,4180.066666666667,7231.333333333332,5387.0,,2589.733333333333
2016-11-23 10:15:00,2479.133333333333,3315.266666666667,4334.2,3453.8,2470.4666666666667,1977.0666666666666,3126.866666666667,3763.333333333334,6011.733333333334,4476.666666666667,,2369.866666666667
2016-11-23 10:30:00,2274.4,3324.5333333333333,3356.2,2406.933333333333,2526.2,1705.8,3123.866666666667,2478.8,5983.133333333332,4370.066666666667,,1922.7333333333331
2016-11-23 10:45:00,2290.333333333333,2957.266666666667,2476.333333333333,2286.733333333333,2567.933333333333,1722.533333333333,3027.6,2268.4,6171.9333333333325,4527.0,,1653.0
2016-11-23 11:00:00,1995.533333333333,2381.4,2644.5333333333333,2139.6,2456.866666666667,1920.0,3070.266666666667,2193.866666666667,5291.533333333334,4609.8,,1423.7333333333331
2016-11-23 11:15:00,1886.0,2270.133333333333,2566.4666666666667,2085.6,2184.733333333333,1922.533333333333,2403.933333333333,1972.8666666666666,4240.6,4239.666666666667,,1338.1333333333334
2016-11-23 11:30:00,1729.8666666666666,1877.1333333333332,2439.266666666667,2130.266666666667,2082.4666666666667,2032.7333333333331,2197.4666666666667,2223.2,4279.533333333334,4067.4,,1317.4666666666667
2016-11-23 11:45:00,1610.8,1741.333333333333,2198.4666666666667,2207.333333333333,1907.0666666666666,2260.0666666666666,2474.266666666667,2061.333333333333,3881.6,3421.4,,1240.6666666666667
2016-11-23 12:00:00,1725.2666666666669,1671.0,2030.9333333333332,2137.2,1618.466666666667,2181.0,1963.1333333333332,2150.8,3326.733333333333,2938.4666666666667,,1239.8666666666666
2016-11-23 12:15:00,1836.666666666667,1702.0666666666666,1633.8666666666666,2091.6666666666665,1454.533333333333,1993.0,1922.8666666666666,1950.8666666666666,3146.666666666666,2980.933333333333,,1402.466666666667
2016-11-23 12:30:00,1862.2666666666669,1711.0666666666666,1572.4,2114.4,1304.8333333333333,1689.8666666666666,2091.0666666666666,1906.8666666666666,2754.133333333333,2619.333333333333,,1659.8666666666666
2016-11-23 12:45:00,1744.2666666666669,1392.1333333333334,1899.7333333333331,2010.0,583.375,1433.1333333333334,1982.0666666666666,1786.0,2592.333333333333,2231.4666666666667,,1648.2
2016-11-23 13:00:00,1579.533333333333,1334.1333333333334,2964.333333333333,1723.466666666667,470.2,1495.666666666667,1712.0666666666666,1729.2666666666669,2552.8,2258.2,,1666.533333333333
