Date/Time,2220_O_NSEW,8457_O_EDWD,5571_O_BUFF,2499_O_NOSD,5624_O_BUFF,6071_O_PHLL,5560_O_UPTN,7543_O_MILL,3746_O_BVFL,4530_O_CNTP,8797_O_GRTR,8941_O_DOWN,3881_O_SRRY,4431_O_WBG,2400_O_MRSD
2019-02-20 21:30:00,9019.66666667,,4220.66666667,45.6,4220.66666667,,,,72.8666666667,43.7333333333,,166.6,,1106.4,31.5333333333
2019-02-20 21:45:00,6902.06666667,,7006.46666667,360.0,7006.46666667,,,,70.3333333333,60.1333333333,,147.066666667,,519.533333333,17.2666666667
2019-02-20 22:00:00,2871.53333333,,3528.2,59.6,3528.2,,,,68.9333333333,425.466666667,,158.0,,722.866666667,17.5333333333
2019-02-20 22:15:00,3567.4,,5220.26666667,68.2,5220.26666667,,,,56.3333333333,957.533333333,,154.8,,359.866666667,32.0
2019-02-20 22:30:00,7455.6,,15477.8666667,74.6,15477.8666667,,,,58.8666666667,1363.46666667,,132.6,,446.333333333,20.1333333333
2019-02-20 22:45:00,7225.26666667,,15024.2666667,90.9333333333,15024.2666667,,,,60.2666666667,1563.93333333,,119.733333333,,328.866666667,21.7333333333
2019-02-20 23:00:00,9856.46666667,,9377.8,87.8,9377.8,,,,60.2666666667,1165.06666667,,105.333333333,,170.0,26.0
2019-02-20 23:15:00,6282.26666667,,13614.6666667,90.9333333333,13614.6666667,,,,67.4,1351.73333333,,98.0,,182.4,28.1333333333
2019-02-20 23:30:00,4206.8,,18989.3333333,112.0,18989.3333333,,,,91.6666666667,3441.33333333,,96.0,,159.266666667,24.4666666667
2019-02-20 23:45:00,4226.93333333,,13050.1333333,112.933333333,13050.1333333,,,,114.2,6405.0,,98.0666666667,,115.666666667,35.3333333333
2019-02-21 00:00:00,6307.46666667,,8857.33333333,122.4,8857.33333333,,,,130.8,8881.2,,86.9333333333,,92.4,37.2
2019-02-21 00:15:00,8382.8,,11759.4666667,119.733333333,11759.4666667,,,,108.733333333,7458.4,,77.4666666667,,91.0666666667,36.3333333333
2019-02-21 00:30:00,2875.33333333,,8898.13333333,135.6,8898.13333333,,,,90.2666666667,7305.53333333,,45.0666666667,,64.7333333333,37.4666666667
2019-02-21 00:45:00,1421.66666667,,4064.53333333,117.333333333,4064.53333333,,,,84.6666666667,575.266666667,,42.8,,760.4,69.8666666667
2019-02-21 01:00:00,1272.13333333,,139.866666667,119.333333333,139.866666667,,,,107.4,220.533333333,,54.1333333333,,981.2,74.0
2019-02-21 01:15:00,37.2666666667,,19.2,113.533333333,19.2,,,,127.933333333,32.2,,27.4,,1905.2,114.133333333
2019-02-21 01:30:00,21.6666666667,,392.866666667,115.733333333,392.866666667,,,,135.6,19.2666666667,,11.8,,1563.6,55.9333333333
2019-02-21 01:45:00,22.7333333333,,19.8,124.333333333,19.8,,,,146.533333333,27.2,,11.6666666667,,35.0666666667,49.8666666667
2019-02-21 02:00:00,21.7333333333,,14.6666666667,116.6,14.6666666667,,,,142.2,25.5333333333,,10.0666666667,,28.9333333333,38.6666666667
2019-02-21 02:15:00,16.6666666667,,18.2666666667,106.533333333,18.2666666667,,,,136.666666667,19.6,,9.46666666667,,18.5333333333,36.0666666667
2019-02-21 02:30:00,14.9333333333,,15.8,112.066666667,15.8,,,,119.2,16.4,,10.8666666667,,18.3333333333,45.1333333333
2019-02-21 02:45:00,13.4,,16.6,97.8,16.6,,,,101.4,15.1333333333,,11.4666666667,,19.6666666667,55.2666666667
2019-02-21 03:00:00,12.4,,13.4,94.6,13.4,,,,22.2666666667,15.8,,12.3333333333,,20.6,70.0
2019-02-21 03:15:00,12.6666666667,,12.0666666667,88.9333333333,12.0666666667,,,,11.9333333333,14.8,,13.1333333333,,20.9333333333,59.2666666667
