Date/Time,1130_O_MILL,1502_O_BLPK,2071_O_NOSD,2490_O_MILL,2535_O_RGSQ,3555_O_SCLL,3576_O_ETNA,4431_O_WBG,4860_O_SQHN,5571_O_BUFF,5679_O_BLOO,5882_O_Glenshaw,6582_O_OAKD,6765_O_XXXX,6923_O_MILL,7408_O_XXXX,7778_O_XXXX,8717_O_HMWD,8938_O_XXXX,8941_O_MTLE
2018-06-03 11:45:00,,,1186.6,,,,,,,701.2666666666668,957.7333333333332,,6687.866666666668,,,,,,,781.3333333333335
2018-06-03 12:00:00,,,1080.4666666666667,,,,,,,611.6666666666666,878.6,,7614.9333333333325,,,,,,,786.6666666666665
2018-06-03 12:15:00,,,865.7333333333332,,,,,,,598.2666666666668,685.8666666666667,,8012.2,,,,,,,789.0666666666667
2018-06-03 12:30:00,,,782.3333333333335,,,,,,,567.7333333333332,730.3333333333335,,7427.733333333334,,,,,,,797.0666666666667
2018-06-03 12:45:00,,,727.1333333333333,,,,,,,544.8,677.5333333333333,,7674.8,,,,,,,793.2666666666668
2018-06-03 13:00:00,,,603.9333333333333,,,,,,,579.8666666666667,476.06666666666666,,7789.266666666666,,,,,,,793.4666666666667
2018-06-03 13:15:00,,753.0,642.5333333333333,,,,,,,586.9333333333333,468.4,,7371.6,,,,,,,778.3333333333335
2018-06-03 13:30:00,,692.0,593.0666666666667,,,,,,,596.8666666666667,474.26666666666665,,7352.0,,,,,,,778.3333333333335
2018-06-03 13:45:00,,695.2,567.2,,,,,,,564.0666666666667,476.26666666666665,,8707.2,,,,,,,781.5333333333333
2018-06-03 14:00:00,,663.0666666666667,658.4666666666667,,,,,,,515.2,479.8,,8336.6,,,,,,,753.8
2018-06-03 14:15:00,,640.7333333333332,492.66666666666674,,,,,,,533.9333333333333,539.7333333333332,,8518.2,,,,,,,744.8
2018-06-03 14:30:00,,681.1333333333333,435.53333333333336,,,,,,,521.2,551.5333333333333,,7596.6,,,,,,,762.5333333333333
2018-06-03 14:45:00,,601.4,503.73333333333335,,,,,,,559.3333333333334,462.9333333333333,,8026.6,,,,,,,752.2
2018-06-03 15:00:00,,492.9333333333333,467.33333333333326,,,,,,,606.1333333333333,461.86666666666673,,8121.733333333334,,,,,,,754.2666666666668
2018-06-03 15:15:00,,307.4,413.13333333333327,,,,,,,503.33333333333326,447.4,,8051.866666666668,,,,,,,732.8
2018-06-03 15:30:00,,205.9333333333333,335.1333333333333,,,,,,,512.8666666666667,390.8,,8002.8,,,,,,,715.7333333333332
2018-06-03 15:45:00,,274.26666666666665,337.53333333333336,,,,,,,488.0,382.4666666666666,,7666.266666666666,,,,,,,675.1333333333333
2018-06-03 16:00:00,,403.26666666666665,448.6,,,,,,,548.0,493.0,,8844.6,,,,,,,671.3333333333334
2018-06-03 16:15:00,,484.73333333333335,477.2,,,,,,,617.7333333333332,598.1333333333333,,8698.933333333332,,,,,,,686.8
2018-06-03 16:30:00,,549.1333333333333,724.0666666666667,,,,,,,858.0,542.6,,9131.4,,,,,,,684.3333333333334
2018-06-03 16:45:00,,632.0,1118.2666666666667,,,,,,,945.0,526.2666666666668,,5806.266666666666,,,,,,,719.5333333333333
2018-06-03 17:00:00,,1031.2666666666667,3146.333333333333,,,,,,,1274.4,1758.2666666666669,,3039.733333333333,,,,,,,765.2666666666668
2018-06-03 17:15:00,,1687.466666666667,2372.0,,,,,,,1652.666666666667,1945.333333333333,,2503.4666666666667,,,,,,,846.7333333333332
2018-06-03 17:30:00,,2528.2,2656.4666666666667,,,,,,,1743.2666666666669,1460.8666666666666,,2411.6,,,,,,,856.9333333333333
2018-06-03 17:45:00,,2736.0,2630.733333333333,,,,,,,1737.8666666666666,1608.8666666666666,,2395.333333333333,,,,,,,891.4666666666667
2018-06-03 18:00:00,,2752.866666666667,2601.8,,,,,,,1512.2,1646.2,,2346.133333333333,,,,,,,915.7333333333332
2018-06-03 18:15:00,,2450.5333333333333,2233.5333333333333,,,,,,,1418.8,1406.8,,2220.266666666667,,,,,,,925.6
2018-06-03 18:30:00,,2130.6,2149.2,,,,,,,1202.1333333333334,1307.1333333333334,,2180.0666666666666,,,,,,,958.9333333333333
2018-06-03 18:45:00,,2017.0666666666666,2533.4,,,,,,,1148.2666666666667,1259.3333333333333,,2211.266666666667,,,,,,,1006.8
2018-06-03 19:00:00,,1975.466666666667,2474.0666666666666,,,,,,,1120.5333333333333,1260.8666666666666,,2401.8,,,,,,,1053.6666666666667
2018-06-03 19:15:00,,2113.8,4026.8,,,,,,,1153.4,987.8,,2394.933333333333,,,,,,,1029.9333333333334
2018-06-03 19:30:00,,2086.0666666666666,2419.733333333333,,,,,,,1235.4666666666667,559.9333333333333,,2425.933333333333,,,,,,,1008.0
2018-06-03 19:45:00,,2019.6,3375.4666666666667,,,,,,,1792.1333333333334,1245.0666666666666,,1827.2,,,,,,,1088.2666666666667
2018-06-03 20:00:00,,1865.2666666666669,3633.8,,,,,,,2383.866666666667,1754.0666666666666,,2754.8,,,,,,,1227.8
2018-06-03 20:15:00,,1592.4,4376.066666666667,,,,,,,1731.533333333333,1811.2,,3052.733333333333,,,,,,,1242.6
