Date/Time,2963_O_LWCV,5938_O_SOSD,2427_O_ELIB,1955_O_PETE,7543_O_MILL,4645_O_SOSD,6227_O_ELIB,5624_O_BUFF,5571_O_BUFF,4431_O_WBG,8185_O_SWPK,8581_O_SOSD
2016-08-24 23:15:00,,76.6,,,64.6,33.733333333333334,41.46666666666667,,,,63.13333333333333,38.733333333333334
2016-08-24 23:30:00,,87.93333333333334,,,57.333333333333336,35.666666666666664,39.6,,,,60.333333333333336,36.93333333333333
2016-08-24 23:45:00,,70.46666666666667,,,58.2,38.06666666666667,39.266666666666666,,,,55.733333333333334,36.333333333333336
2016-08-25 00:00:00,,67.53333333333333,,,59.46666666666667,41.333333333333336,38.733333333333334,,,,53.13333333333333,32.8
2016-08-25 00:15:00,,61.93333333333333,,,61.2,32.333333333333336,36.86666666666667,,,,52.46666666666667,36.0
2016-08-25 00:30:00,,64.2,,,58.733333333333334,32.666666666666664,36.06666666666667,,,,53.8,34.733333333333334
2016-08-25 00:45:00,,61.06666666666667,,,54.0,29.733333333333334,38.2,,,,59.86666666666667,33.53333333333333
2016-08-25 01:00:00,,63.2,,,50.0,31.533333333333335,38.46666666666667,,,,55.86666666666667,34.86666666666667
2016-08-25 01:15:00,,57.2,,,51.6,29.866666666666667,40.93333333333333,,,,59.8,37.2
2016-08-25 01:30:00,,56.666666666666664,,,44.13333333333333,30.533333333333335,40.13333333333333,,,,62.53333333333333,38.86666666666667
2016-08-25 01:45:00,,50.0,,,45.0,33.266666666666666,39.666666666666664,,,,67.13333333333334,40.733333333333334
2016-08-25 02:00:00,,50.2,,,44.266666666666666,35.2,40.2,,,,63.6,41.46666666666667
2016-08-25 02:15:00,,45.53333333333333,,,46.2,35.4,40.86666666666667,,,,56.333333333333336,41.06666666666667
2016-08-25 02:30:00,,45.333333333333336,,,48.333333333333336,33.666666666666664,42.93333333333333,,,,54.8,39.8
2016-08-25 02:45:00,,43.2,,,46.53333333333333,34.46666666666667,42.733333333333334,,,,53.0,39.6
2016-08-25 03:00:00,,45.266666666666666,,,47.86666666666667,36.733333333333334,44.06666666666667,,,,53.46666666666667,41.333333333333336
2016-08-25 03:15:00,,41.13333333333333,,,47.8,35.733333333333334,43.13333333333333,,,,51.333333333333336,39.93333333333333
2016-08-25 03:30:00,,39.86666666666667,,,49.86666666666667,35.93333333333333,44.333333333333336,,,,56.46666666666667,41.46666666666667
2016-08-25 03:45:00,,44.93333333333333,,,50.6,38.733333333333334,44.53333333333333,,,,53.13333333333333,43.0
2016-08-25 04:00:00,,43.93333333333333,,,49.8,38.46666666666667,46.266666666666666,,,,52.6,43.6
2016-08-25 04:15:00,,47.0,,,51.53333333333333,38.0,47.333333333333336,,,,70.66666666666667,44.13333333333333
2016-08-25 04:30:00,,46.333333333333336,,,52.0,37.2,47.93333333333333,,,,98.0,43.93333333333333
2016-08-25 04:45:00,,50.06666666666667,,,50.86666666666667,41.4,47.333333333333336,,,,141.6,43.06666666666667
2016-08-25 05:00:00,,47.46666666666667,,,113.0,57.2,52.06666666666667,,,,144.33333333333334,59.06666666666667
2016-08-25 05:15:00,,38.93333333333333,,,198.53333333333333,61.733333333333334,67.86666666666666,,,,110.06666666666666,68.26666666666667
2016-08-25 05:30:00,,36.666666666666664,,,79.13333333333334,61.2,63.93333333333333,,,,111.86666666666666,59.93333333333333
