Date/Time,1441_O_CARN,1502_O_BLPK,1712_O_SQHS,2071_O_NOSD,3037_O_BLPK,4431_O_WBG,4530_O_CNTP,5571_O_BUFF,5624_O_BUFF,5679_O_BLOO,6582_O_OAKD,7075_O_BLOO,8941_O_MTLE
2018-02-26 08:15:00,1436.4,,,2295.266666666667,,,1047.8,1740.333333333333,1740.333333333333,1571.533333333333,,,1804.2
2018-02-26 08:30:00,1340.7333333333333,,,2302.8,,,960.2666666666668,1443.9333333333334,1443.9333333333334,1596.4,,,1563.533333333333
2018-02-26 08:45:00,1276.0,,,2122.4,,,912.8666666666667,1151.4666666666667,1151.4666666666667,1630.7333333333331,,,1532.666666666667
2018-02-26 09:00:00,1156.4,,,1792.2,,,837.2666666666668,759.8,759.8,1631.0,,,1505.8666666666666
2018-02-26 09:15:00,949.0666666666667,,,1628.8666666666666,,,775.2666666666668,591.3333333333334,591.3333333333334,1648.666666666667,,,1468.1333333333334
2018-02-26 09:30:00,826.2666666666668,,,1311.2,,,664.1333333333333,461.33333333333326,461.33333333333326,1587.466666666667,,,1635.4
2018-02-26 09:45:00,664.8666666666667,,,1221.0,,,597.2666666666668,389.33333333333326,389.33333333333326,1520.0666666666666,,,1363.2
2018-02-26 10:00:00,582.8,,,970.3333333333335,,,492.0,342.06666666666666,342.06666666666666,1383.4,,,1304.2666666666667
2018-02-26 10:15:00,503.4,,,888.4,,,449.53333333333336,328.2,328.2,1178.6666666666667,,,1235.9333333333334
2018-02-26 10:30:00,470.13333333333327,,,692.6,628.6666666666666,,483.53333333333336,431.4,431.4,963.1333333333333,,,1978.466666666667
2018-02-26 10:45:00,484.2,,,674.2666666666668,631.2666666666668,,471.13333333333327,408.8,408.8,917.7333333333332,,,1090.2666666666667
2018-02-26 11:00:00,473.53333333333336,,,680.4666666666667,562.1333333333333,,449.73333333333335,353.0,353.0,743.6,,,2027.6
2018-02-26 11:15:00,446.4666666666666,,,703.2666666666668,479.4666666666666,,381.66666666666674,355.86666666666673,355.86666666666673,703.4666666666667,,,1222.9333333333334
2018-02-26 11:30:00,424.73333333333335,,,715.1333333333333,463.06666666666666,,375.06666666666666,360.0,360.0,585.8,,,887.6666666666665
2018-02-26 11:45:00,364.06666666666666,,,648.7333333333332,406.0,,333.3333333333333,358.13333333333327,358.13333333333327,570.0,,,984.4
2018-02-26 12:00:00,379.73333333333335,,,551.7333333333332,385.66666666666674,,274.3333333333333,381.53333333333336,381.53333333333336,455.66666666666674,,,896.7333333333332
2018-02-26 12:15:00,340.3333333333333,,,467.8,393.8,,218.4,368.4666666666666,368.4666666666666,392.26666666666665,,,801.5333333333333
2018-02-26 12:30:00,330.4,,,553.6666666666666,384.26666666666665,,187.46666666666667,346.26666666666665,346.26666666666665,337.8666666666667,,,769.8
2018-02-26 12:45:00,313.26666666666665,,,459.4,354.9333333333333,,178.06666666666663,341.93333333333334,341.93333333333334,363.4666666666666,,,746.8666666666667
2018-02-26 13:00:00,305.53333333333336,,,412.06666666666666,365.6,,166.53333333333333,327.4,327.4,329.93333333333334,,,578.8
2018-02-26 13:15:00,317.53333333333336,,,393.33333333333326,355.9333333333333,,153.13333333333333,330.46666666666664,330.46666666666664,326.8,,,1025.8666666666666
2018-02-26 13:30:00,298.06666666666666,,,377.8,356.26666666666665,,141.93333333333334,322.26666666666665,322.26666666666665,291.93333333333334,,,1457.4
2018-02-26 13:45:00,297.0,,,371.8,306.3333333333333,,131.0,301.2,301.2,276.26666666666665,,,699.7333333333332
2018-02-26 14:00:00,296.06666666666666,,,374.73333333333335,295.2,,116.26666666666668,296.93333333333334,296.93333333333334,277.0,,,553.4
2018-02-26 14:15:00,312.3333333333333,,,371.33333333333326,284.06666666666666,,119.4,285.73333333333335,285.73333333333335,273.8666666666667,,,1493.466666666667
2018-02-26 14:30:00,316.6,,,337.93333333333334,255.13333333333333,,131.53333333333333,252.7333333333333,252.7333333333333,280.2,,,693.6666666666665
2018-02-26 14:45:00,317.93333333333334,,,366.86666666666673,237.0,,153.86666666666667,234.53333333333333,234.53333333333333,286.6666666666667,,,598.9333333333333
