Date/Time,1342_O_CLRN,7218_O_ETNA,8029_O_ETNA,2384_O_MILL,5571_O_BUFF,5624_O_BUFF,4880_O_DOWN,5651_O_SHRP,4365_O_ETNA,2071_O_NOSD,4431_O_WBG,6959_O_BRHT,5106_O_ETNA,8119_O_SHRP,4135_O_SHRP,1754_O_SHRP,8457_O_NSEW,8749_O_CNTP
2019-07-28 05:30:00,,,,97.66666666666667,1978.0,1978.0,697.3333333333334,1502.2666666666667,,,1177.6,6395.266666666666,,1467.8666666666666,1467.8666666666666,,,
2019-07-28 05:45:00,,,,,1955.2666666666667,1955.2666666666667,690.1333333333333,1533.8666666666666,,,1124.6,6628.0,,1373.0666666666666,1373.0666666666666,,,
2019-07-28 06:00:00,,,,,1974.6666666666667,1974.6666666666667,710.8666666666667,1457.0,,,1129.1333333333334,5952.333333333333,,1251.8666666666666,1251.8666666666666,,,
2019-07-28 06:15:00,,,,1076.3333333333333,2054.6,2054.6,714.0666666666667,1441.3333333333333,,,1112.4,5969.866666666667,,1372.5333333333333,1372.5333333333333,,,
2019-07-28 06:30:00,,,,,2012.7333333333333,2012.7333333333333,705.3333333333334,1430.4666666666667,,,1098.2,6655.333333333333,,1363.8,1363.8,,,
2019-07-28 06:45:00,,,,,1879.6666666666667,1879.6666666666667,714.6666666666666,1410.9333333333334,,,1160.9333333333334,6999.266666666666,,1368.4,1368.4,,,
2019-07-28 07:00:00,,,,,1833.3333333333333,1833.3333333333333,704.1333333333333,1393.4666666666667,,,1152.6666666666667,6134.4,,1380.4,1380.4,,,
2019-07-28 07:15:00,,,,,1646.9333333333334,1646.9333333333334,674.3333333333334,1392.2,,,1244.1333333333334,6453.4,,1234.1333333333334,1234.1333333333334,,,
2019-07-28 07:30:00,,,,,1448.4666666666667,1448.4666666666667,654.8666666666667,1348.8,,,1343.9333333333334,5483.666666666667,,1124.2,1124.2,,,
2019-07-28 07:45:00,,,,129.0,1508.4,1508.4,693.5333333333333,1333.2666666666667,,,1469.1333333333334,5020.0,,1085.7333333333333,1085.7333333333333,,,
2019-07-28 08:00:00,,,,,1432.0666666666666,1432.0666666666666,671.8,1246.8666666666666,,,1598.8666666666666,2898.3333333333335,,1021.4,1021.4,,,
2019-07-28 08:15:00,,,,1.0,1465.3333333333333,1465.3333333333333,683.6666666666666,1223.4666666666667,,,1723.1333333333334,4430.066666666667,,971.8,971.8,,,
2019-07-28 08:30:00,,,,,1020.5333333333333,1020.5333333333333,732.2,1143.5333333333333,,,1681.1333333333334,4878.133333333333,,980.4,980.4,,,
2019-07-28 08:45:00,,1905.8181818181818,,,939.6666666666666,939.6666666666666,755.5333333333333,1124.5333333333333,,,1468.4666666666667,5408.466666666666,,964.9333333333333,964.9333333333333,,,
2019-07-28 09:00:00,,1093.642857142857,,359.125,1026.7333333333333,1026.7333333333333,850.2666666666667,1049.0666666666666,,,1476.8666666666666,3726.5333333333333,,960.7333333333333,960.7333333333333,,,
2019-07-28 09:15:00,,1122.7333333333333,,,1019.4666666666667,1019.4666666666667,834.3333333333334,1117.8,,,1419.5333333333333,3118.0666666666666,,1033.6,1033.6,,,
2019-07-28 09:30:00,,1117.3333333333333,,,793.2,793.2,777.9333333333333,1071.2666666666667,,,1370.7333333333333,2892.0666666666666,,1025.7333333333333,1025.7333333333333,,,
2019-07-28 09:45:00,,1092.2666666666667,,,951.2666666666667,951.2666666666667,766.8,1033.8,,,1377.2,2920.6666666666665,,1008.6666666666666,1008.6666666666666,,,
2019-07-28 10:00:00,,1111.6,,63.0,1005.1333333333333,1005.1333333333333,759.0666666666667,925.0666666666667,,,1295.1333333333334,2515.266666666667,,975.2666666666667,975.2666666666667,,,
2019-07-28 10:15:00,,1071.9333333333334,,,1276.2666666666667,1276.2666666666667,721.6666666666666,874.0666666666667,,,1316.6,2008.6666666666667,,1010.5333333333333,1010.5333333333333,,,
2019-07-28 10:30:00,,1095.2,,,1174.5333333333333,1174.5333333333333,750.6666666666666,851.6666666666666,,,1276.6666666666667,1780.3333333333333,,1047.0666666666666,1047.0666666666666,,,
2019-07-28 10:45:00,,1237.2666666666667,,,1118.6666666666667,1118.6666666666667,775.3333333333334,831.0,,,1201.5333333333333,1858.4666666666667,,969.1333333333333,969.1333333333333,,,
2019-07-28 11:00:00,,1105.9333333333334,,,1125.3333333333333,1125.3333333333333,746.4,775.5333333333333,,,1176.8666666666666,1683.0,,938.1333333333333,938.1333333333333,,,
2019-07-28 11:15:00,,1073.7333333333333,,,1182.8,1182.8,700.3333333333334,731.0,,,1132.9333333333334,1556.6,,875.1333333333333,875.1333333333333,,,
2019-07-28 11:30:00,,1123.6,,,1092.8,1092.8,719.4,731.2666666666667,,,1073.8666666666666,1512.5333333333333,,848.4,848.4,,,
2019-07-28 11:45:00,,1018.0,,,1043.4666666666667,1043.4666666666667,732.5333333333333,720.1333333333333,,,1057.4,1531.7333333333333,,816.5333333333333,816.5333333333333,,,
