Date/Time,1356_O_MTLE,7881_O_PLHL,5825_O_BADN,4052_O_GNFD,3268_O_BLOO,4654_O_SQHL,6486_O_HIPK
2015-10-26 02:45:00,,33.333333333333336,87.46666666666667,36.666666666666664,37.4,37.53333333333333,105.26666666666667
2015-10-26 03:00:00,,35.333333333333336,94.6,34.86666666666667,40.06666666666667,38.2,108.33333333333333
2015-10-26 03:15:00,,37.666666666666664,106.33333333333333,33.4,39.0,39.8,370.4
2015-10-26 03:30:00,,48.666666666666664,115.86666666666666,36.53333333333333,38.46666666666667,35.46666666666667,114.86666666666666
2015-10-26 03:45:00,,40.13333333333333,106.46666666666667,35.86666666666667,42.2,34.266666666666666,120.93333333333334
2015-10-26 04:00:00,,49.93333333333333,143.13333333333333,35.46666666666667,45.2,31.866666666666667,121.53333333333333
2015-10-26 04:15:00,,49.2,155.66666666666666,37.8,44.2,34.06666666666667,111.93333333333334
2015-10-26 04:30:00,,51.6,117.93333333333334,40.46666666666667,44.86666666666667,36.266666666666666,107.66666666666667
2015-10-26 04:45:00,,57.13333333333333,110.93333333333334,44.333333333333336,48.53333333333333,34.8,122.0
2015-10-26 05:00:00,,57.733333333333334,223.66666666666666,46.93333333333333,46.53333333333333,36.13333333333333,123.66666666666667
2015-10-26 05:15:00,,57.13333333333333,1536.0666666666666,40.13333333333333,47.13333333333333,41.333333333333336,198.26666666666668
2015-10-26 05:30:00,,59.06666666666667,2076.0666666666666,45.86666666666667,47.8,44.733333333333334,1196.6
2015-10-26 05:45:00,,58.333333333333336,836.6666666666666,46.13333333333333,44.86666666666667,48.86666666666667,3133.8
2015-10-26 06:00:00,,62.333333333333336,1420.2,50.06666666666667,45.86666666666667,50.2,3329.4
2015-10-26 06:15:00,,64.6,1956.8,64.2,43.8,57.06666666666667,2988.266666666667
2015-10-26 06:30:00,,60.333333333333336,2381.0,62.6,33.2,55.666666666666664,1833.0666666666666
2015-10-26 06:45:00,,62.06666666666667,1896.2,59.2,34.8,54.6,2647.133333333333
2015-10-26 07:00:00,,68.86666666666666,1586.5333333333333,63.0,35.2,60.86666666666667,2705.733333333333
2015-10-26 07:15:00,,73.46666666666667,1803.2,58.86666666666667,45.6,59.733333333333334,2781.6
2015-10-26 07:30:00,,82.2,1417.3333333333333,59.733333333333334,49.666666666666664,60.0,1597.8
2015-10-26 07:45:00,,117.06666666666666,949.5333333333333,84.73333333333333,186.93333333333334,63.6,3543.5333333333333
2015-10-26 08:00:00,,145.6,4432.733333333334,77.8,127.4,72.06666666666666,4568.933333333333
2015-10-26 08:15:00,,154.06666666666666,4542.333333333333,81.0,318.53333333333336,72.66666666666667,4224.066666666667
2015-10-26 08:30:00,,175.2,1755.3333333333333,78.6,85.93333333333334,68.46666666666667,3662.133333333333
2015-10-26 08:45:00,,256.73333333333335,846.6666666666666,60.93333333333333,74.26666666666667,52.46666666666667,3726.0
2015-10-26 09:00:00,,295.4,491.2,48.4,56.666666666666664,52.266666666666666,3750.2
2015-10-26 09:15:00,,288.4,842.6666666666666,39.333333333333336,71.93333333333334,55.666666666666664,1816.7333333333333
2015-10-26 09:30:00,,185.33333333333334,608.4,35.13333333333333,90.8,55.4,934.8
2015-10-26 09:45:00,,175.13333333333333,237.93333333333334,30.2,61.93333333333333,43.733333333333334,985.2666666666667
2015-10-26 10:00:00,,133.86666666666667,213.06666666666666,27.666666666666668,79.0,35.333333333333336,724.8666666666667
2015-10-26 10:15:00,,87.26666666666667,158.73333333333332,26.2,45.93333333333333,37.4,568.8
2015-10-26 10:30:00,,49.2,113.2,29.066666666666666,47.2,34.46666666666667,446.2
2015-10-26 10:45:00,,37.2,93.4,27.8,47.8,34.53333333333333,344.73333333333335
2015-10-26 11:00:00,,33.86666666666667,68.73333333333333,23.6,46.6,34.46666666666667,250.33333333333334
2015-10-26 11:15:00,,31.266666666666666,25.933333333333334,22.2,45.666666666666664,75.6,168.66666666666666
2015-10-26 11:30:00,,29.133333333333333,14.4,23.266666666666666,43.4,245.46666666666667,102.4
2015-10-26 11:45:00,,26.333333333333332,14.266666666666667,14.533333333333333,26.333333333333332,87.13333333333334,64.73333333333333
2015-10-26 12:00:00,,25.133333333333333,13.666666666666666,13.666666666666666,22.866666666666667,29.666666666666668,50.266666666666666
2015-10-26 12:15:00,,23.466666666666665,13.466666666666667,11.733333333333333,22.133333333333333,43.666666666666664,36.266666666666666
2015-10-26 12:30:00,,20.0,14.333333333333334,13.066666666666666,15.466666666666667,41.46666666666667,26.666666666666668
2015-10-26 12:45:00,,17.466666666666665,11.2,12.533333333333333,14.733333333333333,35.8,24.266666666666666
2015-10-26 13:00:00,,14.533333333333333,10.333333333333334,12.4,14.066666666666666,89.66666666666667,29.4
2015-10-26 13:15:00,,12.4,9.933333333333334,13.333333333333334,15.066666666666666,19.0,28.133333333333333
