Date/Time,1502_O_BLPK,2071_O_NOSD,2348_O_HILL,2533_O_ALTN,2759_O_BRHT,3555_O_SCLL,4431_O_WBG,4860_O_SQHN,5571_O_BUFF,5575_O_ETNA,5624_O_BUFF,6582_O_OAKD,6959_O_ELIB,7324_O_NSHR,8485_O_FRSP,8609_O_DOWN,8941_O_MTLE
2018-08-18 17:00:00,,,602.8,,868.6,1644.8666666666666,,,995.6,,,,174.06666666666663,520.8666666666667,,,730.1333333333333
2018-08-18 17:15:00,,,579.6666666666666,,955.4,1576.8,,,901.7333333333332,,,,146.26666666666668,570.6,,,721.0
2018-08-18 17:30:00,,,582.2,,1098.9333333333334,1543.8,,,1028.2666666666667,,,,192.46666666666667,582.2,,,794.4
2018-08-18 17:45:00,,,665.6,,1232.6666666666667,1580.6,,,871.0,,,,263.3333333333333,684.2666666666668,,,846.6
2018-08-18 18:00:00,,,795.3333333333335,,1401.533333333333,1579.0666666666666,,,818.3333333333335,,,,333.2,760.2666666666668,,,995.7333333333332
2018-08-18 18:15:00,,,1057.1333333333334,,1706.1333333333334,1426.8,,,641.2,,,,455.33333333333326,902.4666666666667,,,1092.9333333333334
2018-08-18 18:30:00,,,1168.4666666666667,,1850.2666666666669,1500.6,,,696.4666666666667,,,,573.0,1040.3333333333333,,,1147.8666666666666
2018-08-18 18:45:00,,,1354.8666666666666,,2054.333333333333,1547.7333333333331,,,940.4666666666667,,,,673.2666666666668,1232.6,,,2003.0666666666666
2018-08-18 19:00:00,,,1504.8666666666666,,2163.0666666666666,1567.2666666666669,,,934.9333333333333,,,,746.3333333333335,1435.2,,,1919.0
2018-08-18 19:15:00,,,1546.666666666667,,2191.933333333333,1658.466666666667,,,943.2666666666668,,,,797.9333333333333,1521.0,,,1379.9333333333334
2018-08-18 19:30:00,,,1418.0666666666666,,2144.0666666666666,1822.2,,,953.4,,,,827.2,1529.7333333333331,,,1268.4
2018-08-18 19:45:00,,,1504.0666666666666,,2163.733333333333,1973.533333333333,,,1017.8,,,,877.0,1562.0,,,1228.5333333333333
2018-08-18 20:00:00,,,1556.533333333333,,2159.2,2049.733333333333,,,1033.8666666666666,,,,889.6,1608.6,,,1184.4666666666667
2018-08-18 20:15:00,,,1622.533333333333,,2194.2,2071.266666666667,,,1166.3333333333333,,,,999.9333333333333,1599.666666666667,,,1121.4
2018-08-18 20:30:00,,,1648.8666666666666,,2282.4,2008.466666666667,,,1260.4,,,,1130.2666666666667,1676.2666666666669,,,1073.5333333333333
2018-08-18 20:45:00,,,1656.2,,2414.933333333333,1974.333333333333,,,1251.8,,,,1272.5333333333333,1671.8666666666666,,,1069.6
2018-08-18 21:00:00,,,1661.2,,2547.6,2082.4666666666667,,,1310.9333333333334,,,,1041.8666666666666,1675.7333333333331,,,1054.2666666666667
2018-08-18 21:15:00,,,1664.666666666667,,2666.866666666667,2233.8,,,1415.466666666667,,,,1016.2666666666668,1736.333333333333,,,1004.6666666666665
2018-08-18 21:30:00,,,1675.666666666667,,2629.4,2386.4666666666667,,,1471.8666666666666,,,,997.9333333333333,1714.466666666667,,,947.9333333333333
2018-08-18 21:45:00,,,1792.466666666667,2108.0,2636.6666666666665,2477.6666666666665,,,1632.0,,,,1075.4,1768.2666666666669,,,895.0666666666667
2018-08-18 22:00:00,,,1852.8666666666666,2109.733333333333,2604.133333333333,2600.0666666666666,,,1632.2666666666669,,,,1009.4666666666667,1775.533333333333,,,851.8666666666667
2018-08-18 22:15:00,,,1832.533333333333,2108.4,2547.0666666666666,2837.866666666667,,,1653.2666666666669,,,,1015.7333333333332,1807.2,,,814.6666666666665
2018-08-18 22:30:00,,,1870.0666666666666,2140.333333333333,2424.5333333333333,2952.5333333333333,,,1515.8,,,,1024.3333333333333,1799.6,,,814.1333333333333
